#HEADER,,,,,,,,,,,,,,,
#TITLES,,,,,,,,,,,,,,,
,,R1,R2,R3,R4,SG5_1,SG5_2,SG5_3,R6,R7,SG8_1,SG8_2,SG8_3,LVDT,Force[N]
982,1.962,1,1,1,1,267.66,95.802,-80.639,1,1,267.66,95.802,-80.639,0.0001,-0.00034
983,1.964,1,1,1,1,289.45,103.6,-87.193,1,1,289.45,103.6,-87.193,0.0001,-0.00034
984,1.966,1,1,1,1,309.6,110.8,-93.25,1,1,309.6,110.8,-93.25,0.0001,-0.00034
985,1.968,1,1,1,1,327.69,117.27,-98.691,1,1,327.69,117.27,-98.691,0.0001,-0.00034
986,1.97,1,1,1,1,343.37,122.88,-103.41,1,1,343.37,122.88,-103.41,0.0001,-0.00034
987,1.972,1,1,1,1,356.37,127.53,-107.32,1,1,356.37,127.53,-107.32,0.0001,-0.00034
988,1.974,1,1,1,1,366.61,131.2,-110.41,1,1,366.61,131.2,-110.41,0.0001,-0.00034
989,1.976,1,1,1,1,374.14,133.89,-112.68,1,1,374.14,133.89,-112.68,0.0001,-0.00034
990,1.978,1,1,1,1,379.12,135.68,-114.2,1,1,379.12,135.68,-114.2,0.0001,-0.00034
991,1.98,1,1,1,1,381.82,136.66,-115.02,1,1,381.82,136.66,-115.02,0.0001,-0.00034
992,1.982,1,1,1,1,382.52,136.91,-115.24,1,1,382.52,136.91,-115.24,0.0001,-0.00034
993,1.984,1,1,1,1,381.41,136.52,-114.91,1,1,381.41,136.52,-114.91,0.0001,-0.00034
994,1.986,1,1,1,1,378.61,135.51,-114.07,1,1,378.61,135.51,-114.07,0.0001,-0.00034
995,1.988,1,1,1,1,374.12,133.9,-112.71,1,1,374.12,133.9,-112.71,0.0001,-0.00034
996,1.99,1,1,1,1,367.82,131.64,-110.8,1,1,367.82,131.64,-110.8,0.0001,-0.00034
997,1.992,1,1,1,1,359.49,128.66,-108.28,1,1,359.49,128.66,-108.28,0.0001,-0.00034
998,1.994,1,1,1,1,348.91,124.87,-105.09,1,1,348.91,124.87,-105.09,0.0001,-0.00034
999,1.996,1,1,1,1,335.91,120.21,-101.16,1,1,335.91,120.21,-101.16,0.0001,-0.00034
1000,1.998,1,1,1,1,320.39,114.65,-96.483,1,1,320.39,114.65,-96.483,0.0001,-0.00034
1001,2,1,1,1,1,302.38,108.21,-91.062,1,1,302.38,108.21,-91.062,0.0001,-0.00034
1002,2.002,1,1,1,1,282.09,100.95,-84.958,1,1,282.09,100.95,-84.958,0.0001,-0.00034
1003,2.004,1,1,1,1,259.82,92.987,-78.26,1,1,259.82,92.987,-78.26,0.0001,-0.00034
1004,2.006,1,1,1,1,235.97,84.456,-71.086,1,1,235.97,84.456,-71.086,0.0001,-0.00034
1005,2.008,1,1,1,1,210.95,75.507,-63.559,1,1,210.95,75.507,-63.559,0.0001,-0.00034
1006,2.01,1,1,1,1,185.14,66.273,-55.789,1,1,185.14,66.273,-55.789,0.0001,-0.00034
1007,2.012,1,1,1,1,158.81,56.847,-47.856,1,1,158.81,56.847,-47.856,0.0001,-0.00034
1008,2.014,1,1,1,1,132.11,47.291,-39.811,1,1,132.11,47.291,-39.811,0.0001,-0.00034
1009,2.016,1,1,1,1,105.1,37.62,-31.667,1,1,105.1,37.62,-31.667,0.0001,-0.00034
1010,2.018,1,1,1,1,77.716,27.813,-23.408,1,1,77.716,27.813,-23.408,0.0001,-0.00034
1011,2.02,1,1,1,1,49.859,17.838,-15.007,1,1,49.859,17.838,-15.007,0.0001,-0.00034
1012,2.022,1,1,1,1,21.458,7.669,-6.4453,1,1,21.458,7.669,-6.4453,0.0001,-0.00034
1013,2.024,1,1,1,1,-7.5023,-2.6973,2.2812,1,1,-7.5023,-2.6973,2.2812,0.0001,-0.00034
1014,2.026,1,1,1,1,-36.928,-13.228,11.143,1,1,-36.928,-13.228,11.143,0.0001,-0.00034
1015,2.028,1,1,1,1,-66.586,-23.838,20.07,1,1,-66.586,-23.838,20.07,0.0001,-0.00034
1016,2.03,1,1,1,1,-96.138,-34.41,28.963,1,1,-96.138,-34.41,28.963,0.0001,-0.00034
1017,2.032,1,1,1,1,-125.18,-44.799,37.702,1,1,-125.18,-44.799,37.702,0.0001,-0.00034
1018,2.034,1,1,1,1,-153.29,-54.854,46.16,1,1,-153.29,-54.854,46.16,0.0001,-0.00034
1019,2.036,1,1,1,1,-180.07,-64.434,54.22,1,1,-180.07,-64.434,54.22,0.0001,-0.00034
1020,2.038,1,1,1,1,-205.22,-73.436,61.797,1,1,-205.22,-73.436,61.797,0.0001,-0.00034
1021,2.04,1,1,1,1,-228.59,-81.8,68.838,1,1,-228.59,-81.8,68.838,0.0001,-0.00034
1022,2.042,1,1,1,1,-250.11,-89.506,75.327,1,1,-250.11,-89.506,75.327,0.0001,-0.00034
1023,2.044,1,1,1,1,-269.84,-96.575,81.281,1,1,-269.84,-96.575,81.281,0.0001,-0.00034
1024,2.046,1,1,1,1,-287.93,-103.05,86.739,1,1,-287.93,-103.05,86.739,0.0001,-0.00034
1025,2.048,1,1,1,1,-304.5,-108.99,91.736,1,1,-304.5,-108.99,91.736,0.0001,-0.00034
1026,2.05,1,1,1,1,-319.63,-114.4,96.298,1,1,-319.63,-114.4,96.298,0.0001,-0.00034
1027,2.052,1,1,1,1,-333.34,-119.31,100.43,1,1,-333.34,-119.31,100.43,0.0001,-0.00034
1028,2.054,1,1,1,1,-345.53,-123.67,104.09,1,1,-345.53,-123.67,104.09,0.0001,-0.00034
1029,2.056,1,1,1,1,-355.99,-127.41,107.23,1,1,-355.99,-127.41,107.23,0.0001,-0.00034
1030,2.058,1,1,1,1,-364.45,-130.43,109.77,1,1,-364.45,-130.43,109.77,0.0001,-0.00034
1031,2.06,1,1,1,1,-370.63,-132.64,111.63,1,1,-370.63,-132.64,111.63,0.0001,-0.00034
1032,2.062,1,1,1,1,-374.28,-133.94,112.72,1,1,-374.28,-133.94,112.72,0.0001,-0.00034
1033,2.064,1,1,1,1,-375.22,-134.28,113,1,1,-375.22,-134.28,113,0.0001,-0.00034
1034,2.066,1,1,1,1,-373.42,-133.63,112.46,1,1,-373.42,-133.63,112.46,0.0001,-0.00034
1035,2.068,1,1,1,1,-368.95,-132.04,111.12,1,1,-368.95,-132.04,111.12,0.0001,-0.00034
1036,2.07,1,1,1,1,-362,-129.55,109.04,1,1,-362,-129.55,109.04,0.0001,-0.00034
1037,2.072,1,1,1,1,-352.83,-126.28,106.28,1,1,-352.83,-126.28,106.28,0.0001,-0.00034
1038,2.074,1,1,1,1,-341.74,-122.31,102.95,1,1,-341.74,-122.31,102.95,0.0001,-0.00034
1039,2.076,1,1,1,1,-328.99,-117.75,99.115,1,1,-328.99,-117.75,99.115,0.0001,-0.00034
1040,2.078,1,1,1,1,-314.75,-112.66,94.827,1,1,-314.75,-112.66,94.827,0.0001,-0.00034
1041,2.08,1,1,1,1,-299.13,-107.07,90.119,1,1,-299.13,-107.07,90.119,0.0001,-0.00034
1042,2.082,1,1,1,1,-282.12,-100.97,84.987,1,1,-282.12,-100.97,84.987,0.0001,-0.00034
1043,2.084,1,1,1,1,-263.63,-94.351,79.409,1,1,-263.63,-94.351,79.409,0.0001,-0.00034
1044,2.086,1,1,1,1,-243.56,-87.163,73.355,1,1,-243.56,-87.163,73.355,0.0001,-0.00034
1045,2.088,1,1,1,1,-221.81,-79.376,66.798,1,1,-221.81,-79.376,66.798,0.0001,-0.00034
1046,2.09,1,1,1,1,-198.36,-70.982,59.732,1,1,-198.36,-70.982,59.732,0.0001,-0.00034
1047,2.092,1,1,1,1,-173.29,-62.009,52.181,1,1,-173.29,-62.009,52.181,0.0001,-0.00034
1048,2.094,1,1,1,1,-146.79,-52.528,44.203,1,1,-146.79,-52.528,44.203,0.0001,-0.00034
1049,2.096,1,1,1,1,-119.15,-42.641,35.886,1,1,-119.15,-42.641,35.886,0.0001,-0.00034
1050,2.098,1,1,1,1,-90.738,-32.477,27.336,1,1,-90.738,-32.477,27.336,0.0001,-0.00034
1051,2.1,1,1,1,1,-61.951,-22.179,18.673,1,1,-61.951,-22.179,18.673,0.0001,-0.00034
1052,2.102,1,1,1,1,-33.149,-11.873,10.002,1,1,-33.149,-11.873,10.002,0.0001,-0.00034
1053,2.104,1,1,1,1,-4.62,-1.6636,1.4093,1,1,-4.62,-1.6636,1.4093,0.0001,-0.00034
1054,2.106,1,1,1,1,23.437,8.3793,-7.0447,1,1,23.437,8.3793,-7.0447,0.0001,-0.00034
1055,2.108,1,1,1,1,50.928,18.222,-15.332,1,1,50.928,18.222,-15.332,0.0001,-0.00034
1056,2.11,1,1,1,1,77.857,27.864,-23.451,1,1,77.857,27.864,-23.451,0.0001,-0.00034
1057,2.112,1,1,1,1,104.27,37.321,-31.414,1,1,104.27,37.321,-31.414,0.0001,-0.00034
1058,2.114,1,1,1,1,130.21,46.607,-39.234,1,1,130.21,46.607,-39.234,0.0001,-0.00034
1059,2.116,1,1,1,1,155.68,55.727,-46.911,1,1,155.68,55.727,-46.911,0.0001,-0.00034
1060,2.118,1,1,1,1,180.63,64.655,-54.425,1,1,180.63,64.655,-54.425,0.0001,-0.00034
1061,2.12,1,1,1,1,204.88,73.331,-61.725,1,1,204.88,73.331,-61.725,0.0001,-0.00034
1062,2.122,1,1,1,1,228.17,81.665,-68.735,1,1,228.17,81.665,-68.735,0.0001,-0.00034
1063,2.124,1,1,1,1,250.21,89.545,-75.364,1,1,250.21,89.545,-75.364,0.0001,-0.00034
1064,2.126,1,1,1,1,270.64,96.853,-81.51,1,1,270.64,96.853,-81.51,0.0001,-0.00034
1065,2.128,1,1,1,1,289.15,103.48,-87.082,1,1,289.15,103.48,-87.082,0.0001,-0.00034
1066,2.13,1,1,1,1,305.52,109.33,-92.011,1,1,305.52,109.33,-92.011,0.0001,-0.00034
1067,2.132,1,1,1,1,319.6,114.38,-96.255,1,1,319.6,114.38,-96.255,0.0001,-0.00034
1068,2.134,1,1,1,1,331.37,118.59,-99.805,1,1,331.37,118.59,-99.805,0.0001,-0.00034
1069,2.136,1,1,1,1,340.9,122,-102.68,1,1,340.9,122,-102.68,0.0001,-0.00034
1070,2.138,1,1,1,1,348.32,124.66,-104.92,1,1,348.32,124.66,-104.92,0.0001,-0.00034
1071,2.14,1,1,1,1,353.78,126.62,-106.58,1,1,353.78,126.62,-106.58,0.0001,-0.00034
1072,2.142,1,1,1,1,357.43,127.93,-107.68,1,1,357.43,127.93,-107.68,0.0001,-0.00034
1073,2.144,1,1,1,1,359.34,128.61,-108.26,1,1,359.34,128.61,-108.26,0.0001,-0.00034
1074,2.146,1,1,1,1,359.51,128.67,-108.3,1,1,359.51,128.67,-108.3,0.0001,-0.00034
1075,2.148,1,1,1,1,357.84,128.07,-107.79,1,1,357.84,128.07,-107.79,0.0001,-0.00034
1076,2.15,1,1,1,1,354.2,126.77,-106.69,1,1,354.2,126.77,-106.69,0.0001,-0.00034
1077,2.152,1,1,1,1,348.42,124.69,-104.94,1,1,348.42,124.69,-104.94,0.0001,-0.00034
1078,2.154,1,1,1,1,340.35,121.8,-102.51,1,1,340.35,121.8,-102.51,0.0001,-0.00034
1079,2.156,1,1,1,1,329.91,118.06,-99.36,1,1,329.91,118.06,-99.36,0.0001,-0.00034
1080,2.158,1,1,1,1,317.11,113.48,-95.504,1,1,317.11,113.48,-95.504,0.0001,-0.00034
1081,2.16,1,1,1,1,302.06,108.1,-90.974,1,1,302.06,108.1,-90.974,0.0001,-0.00034
1082,2.162,1,1,1,1,284.95,101.98,-85.829,1,1,284.95,101.98,-85.829,0.0001,-0.00034
1083,2.164,1,1,1,1,266.08,95.232,-80.153,1,1,266.08,95.232,-80.153,0.0001,-0.00034
1084,2.166,1,1,1,1,245.75,87.959,-74.035,1,1,245.75,87.959,-74.035,0.0001,-0.00034
1085,2.168,1,1,1,1,224.24,80.263,-67.56,1,1,224.24,80.263,-67.56,0.0001,-0.00034
1086,2.17,1,1,1,1,201.79,72.229,-60.799,1,1,201.79,72.229,-60.799,0.0001,-0.00034
1087,2.172,1,1,1,1,178.56,63.914,-53.799,1,1,178.56,63.914,-53.799,0.0001,-0.00034
1088,2.174,1,1,1,1,154.63,55.344,-46.584,1,1,154.63,55.344,-46.584,0.0001,-0.00034
1089,2.176,1,1,1,1,129.99,46.523,-39.156,1,1,129.99,46.523,-39.156,0.0001,-0.00034
1090,2.178,1,1,1,1,104.63,37.443,-31.51,1,1,104.63,37.443,-31.51,0.0001,-0.00034
1091,2.18,1,1,1,1,78.52,28.095,-23.64,1,1,78.52,28.095,-23.64,0.0001,-0.00034
1092,2.182,1,1,1,1,51.671,18.484,-15.55,1,1,51.671,18.484,-15.55,0.0001,-0.00034
1093,2.184,1,1,1,1,24.177,8.6447,-7.2684,1,1,24.177,8.6447,-7.2684,0.0001,-0.00034
1094,2.186,1,1,1,1,-3.7809,-1.3592,1.1496,1,1,-3.7809,-1.3592,1.1496,0.0001,-0.00034
1095,2.188,1,1,1,1,-31.947,-11.436,9.6277,1,1,-31.947,-11.436,9.6277,0.0001,-0.00034
1096,2.19,1,1,1,1,-59.999,-21.472,18.071,1,1,-59.999,-21.472,18.071,0.0001,-0.00034
1097,2.192,1,1,1,1,-87.588,-31.342,26.375,1,1,-87.588,-31.342,26.375,0.0001,-0.00034
1098,2.194,1,1,1,1,-114.39,-40.932,34.444,1,1,-114.39,-40.932,34.444,0.0001,-0.00034
1099,2.196,1,1,1,1,-140.14,-50.146,42.197,1,1,-140.14,-50.146,42.197,0.0001,-0.00034
1100,2.198,1,1,1,1,-164.63,-58.913,49.577,1,1,-164.63,-58.913,49.577,0.0001,-0.00034
1101,2.2,1,1,1,1,-187.78,-67.198,56.553,1,1,-187.78,-67.198,56.553,0.0001,-0.00034
1102,2.202,1,1,1,1,-209.55,-74.995,63.118,1,1,-209.55,-74.995,63.118,0.0001,-0.00034
1103,2.204,1,1,1,1,-229.99,-82.314,69.281,1,1,-229.99,-82.314,69.281,0.0001,-0.00034
1104,2.206,1,1,1,1,-249.14,-89.17,75.054,1,1,-249.14,-89.17,75.054,0.0001,-0.00034
1105,2.208,1,1,1,1,-267.03,-95.576,80.447,1,1,-267.03,-95.576,80.447,0.0001,-0.00034
1106,2.21,1,1,1,1,-283.65,-101.52,85.453,1,1,-283.65,-101.52,85.453,0.0001,-0.00034
1107,2.212,1,1,1,1,-298.89,-106.98,90.041,1,1,-298.89,-106.98,90.041,0.0001,-0.00034
1108,2.214,1,1,1,1,-312.6,-111.88,94.165,1,1,-312.6,-111.88,94.165,0.0001,-0.00034
1109,2.216,1,1,1,1,-324.56,-116.16,97.763,1,1,-324.56,-116.16,97.763,0.0001,-0.00034
1110,2.218,1,1,1,1,-334.54,-119.73,100.76,1,1,-334.54,-119.73,100.76,0.0001,-0.00034
1111,2.22,1,1,1,1,-342.33,-122.51,103.1,1,1,-342.33,-122.51,103.1,0.0001,-0.00034
1112,2.222,1,1,1,1,-347.76,-124.45,104.74,1,1,-347.76,-124.45,104.74,0.0001,-0.00034
1113,2.224,1,1,1,1,-350.75,-125.52,105.64,1,1,-350.75,-125.52,105.64,0.0001,-0.00034
1114,2.226,1,1,1,1,-351.31,-125.73,105.81,1,1,-351.31,-125.73,105.81,0.0001,-0.00034
1115,2.228,1,1,1,1,-349.54,-125.1,105.28,1,1,-349.54,-125.1,105.28,0.0001,-0.00034
1116,2.23,1,1,1,1,-345.61,-123.69,104.11,1,1,-345.61,-123.69,104.11,0.0001,-0.00034
1117,2.232,1,1,1,1,-339.69,-121.58,102.33,1,1,-339.69,-121.58,102.33,0.0001,-0.00034
1118,2.234,1,1,1,1,-331.97,-118.82,100.01,1,1,-331.97,-118.82,100.01,0.0001,-0.00034
1119,2.236,1,1,1,1,-322.6,-115.46,97.185,1,1,-322.6,-115.46,97.185,0.0001,-0.00034
1120,2.238,1,1,1,1,-311.64,-111.54,93.883,1,1,-311.64,-111.54,93.883,0.0001,-0.00034
1121,2.24,1,1,1,1,-299.12,-107.06,90.107,1,1,-299.12,-107.06,90.107,0.0001,-0.00034
1122,2.242,1,1,1,1,-284.99,-102,85.846,1,1,-284.99,-102,85.846,0.0001,-0.00034
1123,2.244,1,1,1,1,-269.2,-96.342,81.082,1,1,-269.2,-96.342,81.082,0.0001,-0.00034
1124,2.246,1,1,1,1,-251.68,-90.068,75.8,1,1,-251.68,-90.068,75.8,0.0001,-0.00034
1125,2.248,1,1,1,1,-232.42,-83.173,69.995,1,1,-232.42,-83.173,69.995,0.0001,-0.00034
1126,2.25,1,1,1,1,-211.47,-75.677,63.686,1,1,-211.47,-75.677,63.686,0.0001,-0.00034
1127,2.252,1,1,1,1,-188.98,-67.628,56.914,1,1,-188.98,-67.628,56.914,0.0001,-0.00034
1128,2.254,1,1,1,1,-165.15,-59.103,49.741,1,1,-165.15,-59.103,49.741,0.0001,-0.00034
1129,2.256,1,1,1,1,-140.26,-50.2,42.251,1,1,-140.26,-50.2,42.251,0.0001,-0.00034
1130,2.258,1,1,1,1,-114.63,-41.028,34.534,1,1,-114.63,-41.028,34.534,0.0001,-0.00034
1131,2.26,1,1,1,1,-88.525,-31.689,26.676,1,1,-88.525,-31.689,26.676,0.0001,-0.00034
1132,2.262,1,1,1,1,-62.22,-22.275,18.754,1,1,-62.22,-22.275,18.754,0.0001,-0.00034
1133,2.264,1,1,1,1,-35.903,-12.856,10.826,1,1,-35.903,-12.856,10.826,0.0001,-0.00034
1134,2.266,1,1,1,1,-9.6942,-3.4737,2.9273,1,1,-9.6942,-3.4737,2.9273,0.0001,-0.00034
1135,2.268,1,1,1,1,16.35,5.8504,-4.9229,1,1,16.35,5.8504,-4.9229,0.0001,-0.00034
1136,2.27,1,1,1,1,42.209,15.108,-12.718,1,1,42.209,15.108,-12.718,0.0001,-0.00034
1137,2.272,1,1,1,1,67.877,24.298,-20.454,1,1,67.877,24.298,-20.454,0.0001,-0.00034
1138,2.274,1,1,1,1,93.327,33.408,-28.123,1,1,93.327,33.408,-28.123,0.0001,-0.00034
1139,2.276,1,1,1,1,118.48,42.408,-35.699,1,1,118.48,42.408,-35.699,0.0001,-0.00034
1140,2.278,1,1,1,1,143.18,51.248,-43.137,1,1,143.18,51.248,-43.137,0.0001,-0.00034
1141,2.28,1,1,1,1,167.23,59.853,-50.377,1,1,167.23,59.853,-50.377,0.0001,-0.00034
1142,2.282,1,1,1,1,190.37,68.131,-57.342,1,1,190.37,68.131,-57.342,0.0001,-0.00034
1143,2.284,1,1,1,1,212.32,75.984,-63.948,1,1,212.32,75.984,-63.948,0.0001,-0.00034
1144,2.286,1,1,1,1,232.81,83.317,-70.118,1,1,232.81,83.317,-70.118,0.0001,-0.00034
1145,2.288,1,1,1,1,251.63,90.05,-75.784,1,1,251.63,90.05,-75.784,0.0001,-0.00034
1146,2.29,1,1,1,1,268.61,96.128,-80.9,1,1,268.61,96.128,-80.9,0.0001,-0.00034
1147,2.292,1,1,1,1,283.68,101.52,-85.442,1,1,283.68,101.52,-85.442,0.0001,-0.00034
1148,2.294,1,1,1,1,296.83,106.23,-89.408,1,1,296.83,106.23,-89.408,0.0001,-0.00034
1149,2.296,1,1,1,1,308.12,110.27,-92.812,1,1,308.12,110.27,-92.812,0.0001,-0.00034
1150,2.298,1,1,1,1,317.61,113.67,-95.675,1,1,317.61,113.67,-95.675,0.0001,-0.00034
1151,2.3,1,1,1,1,325.37,116.45,-98.017,1,1,325.37,116.45,-98.017,0.0001,-0.00034
1152,2.302,1,1,1,1,331.45,118.63,-99.848,1,1,331.45,118.63,-99.848,0.0001,-0.00034
1153,2.304,1,1,1,1,335.82,120.19,-101.16,1,1,335.82,120.19,-101.16,0.0001,-0.00034
1154,2.306,1,1,1,1,338.42,121.12,-101.94,1,1,338.42,121.12,-101.94,0.0001,-0.00034
1155,2.308,1,1,1,1,339.13,121.37,-102.15,1,1,339.13,121.37,-102.15,0.0001,-0.00034
1156,2.31,1,1,1,1,337.83,120.9,-101.76,1,1,337.83,120.9,-101.76,0.0001,-0.00034
1157,2.312,1,1,1,1,334.39,119.67,-100.72,1,1,334.39,119.67,-100.72,0.0001,-0.00034
1158,2.314,1,1,1,1,328.73,117.65,-99.01,1,1,328.73,117.65,-99.01,0.0001,-0.00034
1159,2.316,1,1,1,1,320.84,114.82,-96.632,1,1,320.84,114.82,-96.632,0.0001,-0.00034
1160,2.318,1,1,1,1,310.77,111.22,-93.6,1,1,310.77,111.22,-93.6,0.0001,-0.00034
1161,2.32,1,1,1,1,298.64,106.88,-89.953,1,1,298.64,106.88,-89.953,0.0001,-0.00034
1162,2.322,1,1,1,1,284.66,101.88,-85.745,1,1,284.66,101.88,-85.745,0.0001,-0.00034
1163,2.324,1,1,1,1,269.03,96.287,-81.042,1,1,269.03,96.287,-81.042,0.0001,-0.00034
1164,2.326,1,1,1,1,251.97,90.183,-75.907,1,1,251.97,90.183,-75.907,0.0001,-0.00034
1165,2.328,1,1,1,1,233.67,83.635,-70.396,1,1,233.67,83.635,-70.396,0.0001,-0.00034
1166,2.33,1,1,1,1,214.28,76.694,-64.554,1,1,214.28,76.694,-64.554,0.0001,-0.00034
1167,2.332,1,1,1,1,193.87,69.39,-58.405,1,1,193.87,69.39,-58.405,0.0001,-0.00034
1168,2.334,1,1,1,1,172.5,61.738,-51.963,1,1,172.5,61.738,-51.963,0.0001,-0.00034
1169,2.336,1,1,1,1,150.17,53.744,-45.232,1,1,150.17,53.744,-45.232,0.0001,-0.00034
1170,2.338,1,1,1,1,126.89,45.41,-38.215,1,1,126.89,45.41,-38.215,0.0001,-0.00034
1171,2.34,1,1,1,1,102.7,36.749,-30.924,1,1,102.7,36.749,-30.924,0.0001,-0.00034
1172,2.342,1,1,1,1,77.67,27.792,-23.385,1,1,77.67,27.792,-23.385,0.0001,-0.00034
1173,2.344,1,1,1,1,51.954,18.589,-15.641,1,1,51.954,18.589,-15.641,0.0001,-0.00034
1174,2.346,1,1,1,1,25.756,9.2154,-7.7537,1,1,25.756,9.2154,-7.7537,0.0001,-0.00034
1175,2.348,1,1,1,1,-0.66607,-0.2383,0.20044,1,1,-0.66607,-0.2383,0.20044,0.0001,-0.00034
1176,2.35,1,1,1,1,-27.034,-9.6727,8.1384,1,1,-27.034,-9.6727,8.1384,0.0001,-0.00034
1177,2.352,1,1,1,1,-53.074,-18.99,15.978,1,1,-53.074,-18.99,15.978,0.0001,-0.00034
1178,2.354,1,1,1,1,-78.538,-28.103,23.647,1,1,-78.538,-28.103,23.647,0.0001,-0.00034
1179,2.356,1,1,1,1,-103.24,-36.942,31.087,1,1,-103.24,-36.942,31.087,0.0001,-0.00034
1180,2.358,1,1,1,1,-127.04,-45.462,38.259,1,1,-127.04,-45.462,38.259,0.0001,-0.00034
1181,2.36,1,1,1,1,-149.87,-53.636,45.141,1,1,-149.87,-53.636,45.141,0.0001,-0.00034
1182,2.362,1,1,1,1,-171.71,-61.454,51.724,1,1,-171.71,-61.454,51.724,0.0001,-0.00034
1183,2.364,1,1,1,1,-192.54,-68.912,58.003,1,1,-192.54,-68.912,58.003,0.0001,-0.00034
1184,2.366,1,1,1,1,-212.35,-76.004,63.973,1,1,-212.35,-76.004,63.973,0.0001,-0.00034
1185,2.368,1,1,1,1,-231.09,-82.711,69.618,1,1,-231.09,-82.711,69.618,0.0001,-0.00034
1186,2.37,1,1,1,1,-248.67,-89.001,74.911,1,1,-248.67,-89.001,74.911,0.0001,-0.00034
1187,2.372,1,1,1,1,-264.94,-94.823,79.81,1,1,-264.94,-94.823,79.81,0.0001,-0.00034
1188,2.374,1,1,1,1,-279.73,-100.11,84.26,1,1,-279.73,-100.11,84.26,0.0001,-0.00034
1189,2.376,1,1,1,1,-292.84,-104.8,88.204,1,1,-292.84,-104.8,88.204,0.0001,-0.00034
1190,2.378,1,1,1,1,-304.07,-108.82,91.584,1,1,-304.07,-108.82,91.584,0.0001,-0.00034
1191,2.38,1,1,1,1,-313.28,-112.12,94.356,1,1,-313.28,-112.12,94.356,0.0001,-0.00034
1192,2.382,1,1,1,1,-320.36,-114.65,96.489,1,1,-320.36,-114.65,96.489,0.0001,-0.00034
1193,2.384,1,1,1,1,-325.28,-116.41,97.972,1,1,-325.28,-116.41,97.972,0.0001,-0.00034
1194,2.386,1,1,1,1,-328.06,-117.41,98.815,1,1,-328.06,-117.41,98.815,0.0001,-0.00034
1195,2.388,1,1,1,1,-328.8,-117.68,99.041,1,1,-328.8,-117.68,99.041,0.0001,-0.00034
1196,2.39,1,1,1,1,-327.59,-117.25,98.682,1,1,-327.59,-117.25,98.682,0.0001,-0.00034
1197,2.392,1,1,1,1,-324.56,-116.16,97.772,1,1,-324.56,-116.16,97.772,0.0001,-0.00034
1198,2.394,1,1,1,1,-319.8,-114.46,96.339,1,1,-319.8,-114.46,96.339,0.0001,-0.00034
1199,2.396,1,1,1,1,-313.37,-112.16,94.401,1,1,-313.37,-112.16,94.401,0.0001,-0.00034
1200,2.398,1,1,1,1,-305.28,-109.26,91.962,1,1,-305.28,-109.26,91.962,0.0001,-0.00034
1201,2.4,1,1,1,1,-295.52,-105.77,89.018,1,1,-295.52,-105.77,89.018,0.0001,-0.00034
1202,2.402,1,1,1,1,-284.04,-101.65,85.556,1,1,-284.04,-101.65,85.556,0.0001,-0.00034
1203,2.404,1,1,1,1,-270.81,-96.917,81.566,1,1,-270.81,-96.917,81.566,0.0001,-0.00034
1204,2.406,1,1,1,1,-255.81,-91.548,77.046,1,1,-255.81,-91.548,77.046,0.0001,-0.00034
1205,2.408,1,1,1,1,-239.09,-85.562,72.008,1,1,-239.09,-85.562,72.008,0.0001,-0.00034
1206,2.41,1,1,1,1,-220.73,-78.994,66.481,1,1,-220.73,-78.994,66.481,0.0001,-0.00034
1207,2.412,1,1,1,1,-200.9,-71.899,60.511,1,1,-200.9,-71.899,60.511,0.0001,-0.00034
1208,2.414,1,1,1,1,-179.8,-64.35,54.16,1,1,-179.8,-64.35,54.16,0.0001,-0.00034
1209,2.416,1,1,1,1,-157.66,-56.429,47.495,1,1,-157.66,-56.429,47.495,0.0001,-0.00034
1210,2.418,1,1,1,1,-134.72,-48.221,40.588,1,1,-134.72,-48.221,40.588,0.0001,-0.00034
1211,2.42,1,1,1,1,-111.2,-39.802,33.503,1,1,-111.2,-39.802,33.503,0.0001,-0.00034
1212,2.422,1,1,1,1,-87.263,-31.235,26.293,1,1,-87.263,-31.235,26.293,0.0001,-0.00034
1213,2.424,1,1,1,1,-63.049,-22.568,18.997,1,1,-63.049,-22.568,18.997,0.0001,-0.00034
1214,2.426,1,1,1,1,-38.644,-13.832,11.643,1,1,-38.644,-13.832,11.643,0.0001,-0.00034
1215,2.428,1,1,1,1,-14.103,-5.0462,4.2463,1,1,-14.103,-5.0462,4.2463,0.0001,-0.00034
1216,2.43,1,1,1,1,10.533,3.7726,-3.1779,1,1,10.533,3.7726,-3.1779,0.0001,-0.00034
1217,2.432,1,1,1,1,35.205,12.604,-10.612,1,1,35.205,12.604,-10.612,0.0001,-0.00034
1218,2.434,1,1,1,1,59.826,21.416,-18.029,1,1,59.826,21.416,-18.029,0.0001,-0.00034
1219,2.436,1,1,1,1,84.266,30.162,-25.39,1,1,84.266,30.162,-25.39,0.0001,-0.00034
1220,2.438,1,1,1,1,108.35,38.779,-32.64,1,1,108.35,38.779,-32.64,0.0001,-0.00034
1221,2.44,1,1,1,1,131.85,47.19,-39.717,1,1,131.85,47.19,-39.717,0.0001,-0.00034
1222,2.442,1,1,1,1,154.55,55.31,-46.55,1,1,154.55,55.31,-46.55,0.0001,-0.00034
1223,2.444,1,1,1,1,176.2,63.058,-53.069,1,1,176.2,63.058,-53.069,0.0001,-0.00034
1224,2.446,1,1,1,1,196.61,70.359,-59.213,1,1,196.61,70.359,-59.213,0.0001,-0.00034
